PROSOFT : ProSoft 7.4
CRUISE-ID : Mc472
OPERATOR : Enzo Fab
LATITUDE : Missing
LONGITUDE : Missing
ZONE : Missing
COMMENT : 2/8
STATION-ID : Mc472
CAST : A
TIME-STAMP : Tue Feb 27 12:02:11 2001
MODE : NONE
PRESSURE-TARE : 0.000000
TIMETAG : OFF
PROCESSING_LEVEL : 3a
FILE_CREATION_TIME : 17-Jul-2003 15:43:40
DEGLITCH_PRODAT : OFF
DEGLITCH_REFDAT : OFF
PRES_TARE_CORRECTED : -0.28304
BIN_INTERVAL : 1m
BIN_WIDTH : 0.5m
TIME_INTERVAL : 2sec
TIME_WIDTH : 1sec
WAVEL_INTERP : 0nm

Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Lu	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	Ed	
#Datetag	Timetag2	Depth	399.8	412.2	442.0	470.1	490.4	509.8	531.7	554.5	590.2	619.0	665.6	683.3	700.4	Datetag	Timetag2	Depth	399.8	411.5	442.6	469.8	490.9	509.6	531.5	554.9	589.4	619.4	665.7	682.5	700.2	
    02001058	   120303826	    00000047	1.31335012e-003	2.50781954e-003	8.71354621e-003	2.17609011e-002	3.15972627e-002	1.78991571e-002	9.49609332e-003	4.47501462e-003	5.32935462e-004	1.35492452e-004	1.21558398e-004	2.56885433e-004	2.37476601e-004	    02001058	   120305243	    00000047	2.43923593e-001	4.04024019e-001	1.17497750e+000	2.45622533e+000	3.22042120e+000	1.92609798e+000	1.26913912e+000	6.54071835e-001	2.34038370e-002	2.39435173e-003	1.03338836e-003	6.07250656e-003	6.42353690e-003	
    02001058	   120305059	    00000048	1.15815633e-003	2.23275146e-003	7.91045330e-003	2.00485413e-002	2.93536178e-002	1.65679759e-002	8.72441948e-003	4.08920231e-003	4.82747840e-004	1.23087925e-004	1.12448721e-004	2.36977456e-004	2.21341781e-004	    02001058	   120306431	    00000048	2.12425046e-001	3.53275275e-001	1.02528951e+000	2.23458958e+000	2.95148181e+000	1.74835458e+000	1.14296172e+000	5.80938522e-001	1.97988028e-002	2.53199154e-003	9.61431292e-004	5.51134650e-003	5.82926872e-003	
    02001058	   120306281	    00000049	1.00071706e-003	1.95101637e-003	7.08603739e-003	1.82609682e-002	2.69865018e-002	1.51527080e-002	7.90139941e-003	3.67394055e-003	4.39712831e-004	1.11007402e-004	1.00820527e-004	2.11371364e-004	2.01169629e-004	    02001058	   120307567	    00000049	1.82672946e-001	3.05690174e-001	8.16562146e-001	2.02021671e+000	2.68841049e+000	1.57600221e+000	1.00482655e+000	5.11463219e-001	1.67966935e-002	1.98027480e-003	9.02956829e-004	4.97220102e-003	5.27021758e-003	
    02001058	   120307401	    00000050	8.55192886e-004	1.69467819e-003	6.31172311e-003	1.65711603e-002	2.47486310e-002	1.38150565e-002	7.12202178e-003	3.27989317e-003	3.91296834e-004	9.88751672e-005	9.06226445e-005	1.89005627e-004	1.81919870e-004	    02001058	   120308652	    00000050	1.58047385e-001	2.66650705e-001	7.07267245e-001	1.84227349e+000	2.47135836e+000	1.43643984e+000	8.74366177e-001	4.55943675e-001	1.45221184e-002	1.74378204e-003	8.12876925e-004	4.52861960e-003	4.78956929e-003	
    02001058	   120308501	    00000051	7.34277450e-004	1.47869720e-003	5.65644049e-003	1.51336216e-002	2.28373715e-002	1.26886044e-002	6.47547004e-003	2.96484907e-003	3.51705760e-004	8.89726712e-005	8.22362641e-005	1.70603151e-004	1.66134894e-004	    02001058	   120309750	    00000051	1.37643274e-001	2.33835358e-001	6.36467923e-001	1.68506891e+000	2.27764455e+000	1.31242259e+000	7.87486924e-001	4.08634424e-001	1.26374473e-002	1.57040103e-003	7.57433118e-004	4.13475114e-003	4.38060099e-003	
    02001058	   120309589	    00000052	6.29898581e-004	1.29166695e-003	5.08383344e-003	1.38563477e-002	2.11152744e-002	1.16858299e-002	5.90705706e-003	2.68412692e-003	3.22227617e-004	8.22708393e-005	7.58350819e-005	1.55000811e-004	1.53981931e-004	    02001058	   120310826	    00000052	1.20172213e-001	2.05626616e-001	5.72469765e-001	1.53745227e+000	2.09207349e+000	1.19616762e+000	7.12679572e-001	3.65862040e-001	1.10328031e-002	1.42534140e-003	6.94161108e-004	3.76798722e-003	3.97844300e-003	
    02001058	   120310666	    00000053	5.52215962e-004	1.13411310e-003	4.56923354e-003	1.26897844e-002	1.95357999e-002	1.07715853e-002	5.39240511e-003	2.43881627e-003	2.98248183e-004	7.30669969e-005	6.85863098e-005	1.40025431e-004	1.42094379e-004	    02001058	   120311926	    00000053	1.05221389e-001	1.81035863e-001	5.15426317e-001	1.40472562e+000	1.92467191e+000	1.09262689e+000	6.45956808e-001	3.28275316e-001	9.70640667e-003	1.29799768e-003	6.63706544e-004	3.44352068e-003	3.62328201e-003	
    02001058	   120311760	    00000054	4.78702476e-004	9.98014230e-004	4.12252670e-003	1.16228033e-002	1.80663706e-002	9.93581962e-003	4.93191294e-003	2.21534315e-003	2.69129244e-004	6.45653958e-005	6.18670364e-005	1.26224652e-004	1.28740991e-004	    02001058	   120313003	    00000054	9.22100911e-002	1.59560372e-001	4.64500040e-001	1.28356872e+000	1.77260819e+000	9.95408325e-001	5.87056023e-001	2.95258319e-001	8.89836821e-003	1.17979814e-003	6.37792904e-004	3.16211047e-003	3.32428394e-003	
    02001058	   120312869	    00000055	4.14450050e-004	8.81491736e-004	3.72406394e-003	1.06843159e-002	1.67716257e-002	9.20487734e-003	4.52749296e-003	2.02898718e-003	2.44477351e-004	5.96455286e-005	5.51262747e-005	1.11073964e-004	1.17904573e-004	    02001058	   120315098	    00000055	8.10704501e-002	1.41903621e-001	4.22044774e-001	1.18492596e+000	1.64345357e+000	9.08920061e-001	5.36782607e-001	2.67146975e-001	7.58243739e-003	1.05557299e-003	5.87740031e-004	2.90846364e-003	3.04062650e-003	
    02001058	   120314417	    00000056	3.67528419e-004	7.87514455e-004	3.40159829e-003	9.91415232e-003	1.57101164e-002	8.60877051e-003	4.19603684e-003	1.87241245e-003	2.22219116e-004	5.52232135e-005	5.03336431e-005	1.02504291e-004	1.10614464e-004	    02001058	   120318106	    00000056	6.94257589e-002	1.22217250e-001	3.74825233e-001	1.07167851e+000	1.49763767e+000	8.16933860e-001	4.80145375e-001	2.35864775e-001	6.53187101e-003	9.57177280e-004	5.52754828e-004	2.62336485e-003	2.73483665e-003	
    02001058	   120317916	    00000057	3.07706194e-004	6.76330404e-004	3.01176509e-003	8.96910522e-003	1.43881428e-002	7.85393313e-003	3.79703922e-003	1.68110096e-003	2.03338934e-004	4.91465743e-005	4.70112732e-005	9.17777411e-005	1.00653822e-004	    02001058	   120319337	    00000057	5.95330346e-002	1.06553037e-001	3.35111984e-001	9.81291645e-001	1.37132432e+000	7.42019332e-001	4.32903236e-001	2.10151892e-001	5.64053764e-003	9.12381649e-004	7.02640122e-004	2.39791905e-003	2.50915597e-003	
    02001058	   120319154	    00000058	2.61463225e-004	5.95623700e-004	2.70410036e-003	8.20761357e-003	1.33199265e-002	7.26308328e-003	3.47754966e-003	1.53229909e-003	1.81314763e-004	4.30454488e-005	4.12464875e-005	8.12530678e-005	9.24470884e-005	    02001058	   120320617	    00000058	5.21886882e-002	9.29831283e-002	2.99870183e-001	9.08490047e-001	1.25647760e+000	6.74144280e-001	3.90658005e-001	1.87847015e-001	5.07431638e-003	7.69736620e-004	4.69325737e-004	2.18016231e-003	2.25886199e-003	
    02001058	   120320447	    00000059	2.22611347e-004	5.17127471e-004	2.44418171e-003	7.54516215e-003	1.23804105e-002	6.74658067e-003	3.20902648e-003	1.40657305e-003	1.63489113e-004	3.77231894e-005	3.86336079e-005	7.36117214e-005	8.53564841e-005	    02001058	   120321779	    00000059	4.53055904e-002	8.11770382e-002	2.68435270e-001	8.27898149e-001	1.15208303e+000	6.12796138e-001	3.52705841e-001	1.67865368e-001	4.47655245e-003	6.90828084e-004	4.41803753e-004	1.97560276e-003	2.05779023e-003	
    02001058	   120321629	    00000060	1.97864134e-004	4.54463301e-004	2.20331210e-003	6.93254165e-003	1.15140500e-002	6.27359669e-003	2.96076222e-003	1.29499369e-003	1.51134851e-004	3.45248704e-005	3.42522982e-005	6.64345328e-005	7.98410923e-005	    02001058	   120322879	    00000060	3.92810215e-002	7.07053873e-002	2.39661533e-001	7.50960158e-001	1.05351556e+000	5.55428525e-001	3.17523851e-001	1.49481859e-001	3.98364049e-003	6.07790043e-004	4.32604731e-004	1.80457301e-003	1.85799404e-003	
    02001058	   120322729	    00000061	1.67635109e-004	4.09497386e-004	1.99162826e-003	6.38984678e-003	1.07309358e-002	5.85218068e-003	2.74820836e-003	1.19790821e-003	1.36330339e-004	2.92299678e-005	3.10128294e-005	5.89322129e-005	7.45328631e-005	    02001058	   120323964	    00000061	3.39867233e-002	6.15503743e-002	2.13843843e-001	6.81120788e-001	9.71771023e-001	5.03387000e-001	2.86253086e-001	1.32982751e-001	3.56805210e-003	5.50193539e-004	4.06271969e-004	1.64222166e-003	1.67135272e-003
