PROSOFT : ProSoft 7.4
CRUISE-ID : mc486
OPERATOR : Missing
LATITUDE : Missing
LONGITUDE : Missing
ZONE : Missing
COMMENT : 0\8
STATION-ID : Missing
CAST : A
TIME-STAMP : Tue Jun 05 10:50:00 2001
MODE : PROVIEW
PRESSURE-TARE : 0.000000
TIMETAG : OFF
PROFILER : WET
REFERENCE : WET
PRO-DARK : OFF
REF-DARK : OFF
PRO-ID : PRO0029
REF-ID : REF0045
PROCESSING_LEVEL : 4
FILE_CREATION_TIME : 17-Jul-2003 16:32:41
DEGLITCH_PRODAT : OFF
DEGLITCH_REFDAT : OFF
PRES_TARE_CORRECTED : 1.0902
BIN_INTERVAL : 1m
BIN_WIDTH : 0.5m
TIME_INTERVAL : 2sec
TIME_WIDTH : 1sec
WAVEL_INTERP : 0nm
INTEGRATION_POINTS : 5
REFLECTION_ALBEDO : 0.043
REFLECTANCE_INDEX : 0.021
REFRACTIVE_INDEX : 1.345

Level 4 Product: K Values
K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	K_Lu	
45.00000000	0.10119396	0.09055248	0.05734518	0.04155308	0.03505040	0.03909019	0.04677443	0.05653157	0.08882814	0.05949454	0.10193775	0.12424198	0.07948072	
46.00000000	0.09983879	0.09186673	0.05667016	0.04008411	0.03363028	0.03669748	0.04341977	0.05174196	0.08239841	0.05573522	0.11337451	0.12646878	0.08116615	
47.00000000	0.09366893	0.08515146	0.05264327	0.03704262	0.03043803	0.03256577	0.03794532	0.04455849	0.07565462	0.06355644	0.12017330	0.14495089	0.08145363	
48.00000000	0.09637053	0.08162460	0.05220162	0.03627045	0.02995609	0.03171529	0.03620006	0.04220217	0.07383203	0.07629594	0.14219101	0.16444784	0.07313116	
49.00000000	0.10542341	0.08325010	0.05911907	0.04273722	0.03621738	0.03856295	0.04435791	0.05095905	0.08697083	0.08804127	0.14461967	0.16638452	0.07075259	
50.00000000	0.12075038	0.09723048	0.07105780	0.05418635	0.04712552	0.05113105	0.05945859	0.06830040	0.10139112	0.08316246	0.13882726	0.15874840	0.08987413	
51.00000000	0.13593637	0.11557955	0.08298653	0.06530632	0.05798503	0.06382757	0.07516567	0.08677891	0.11814709	0.07331738	0.14781081	0.13779281	0.10317190	
52.00000000	0.13907282	0.13111042	0.09275393	0.07374718	0.06608316	0.07326901	0.08802456	0.10210807	0.14642112	0.07756626	0.14192671	0.11687099	0.12327783	
53.00000000	0.14041463	0.14386987	0.09736501	0.07721738	0.06935375	0.07692682	0.09422443	0.10928962	0.14683150	0.08767161	0.12535257	0.11944291	0.10900017	
54.00000000	0.15119191	0.14116886	0.09769459	0.07548362	0.06779095	0.07501562	0.09280821	0.10793840	0.15108804	0.08432857	0.10561634	0.12671160	0.09320365	
55.00000000	0.14325012	0.11508633	0.08621227	0.06539863	0.05802206	0.06330787	0.07760997	0.08994180	0.13528735	0.07713714	0.10596958	0.12147136	0.10134128	
56.00000000	0.11948770	0.10772187	0.06751070	0.05028742	0.04299633	0.04534066	0.05324224	0.06226408	0.11349820	0.06941011	0.23378707	0.11015443	0.09680456	
57.00000000	0.10326934	0.07907597	0.05437630	0.03838374	0.03101371	0.03064354	0.03245381	0.03788032	0.11162801	0.07067826	0.35861019	0.13019470	0.09499273	
58.00000000	0.10262708	0.08552510	0.04816642	0.03441699	0.02706362	0.02456938	0.02353682	0.02598999	0.10935312	0.07627865	0.42441839	0.17978618	0.06732265	
59.00000000	0.13357972	0.09571346	0.05283179	0.03836149	0.03066240	0.02760111	0.02688116	0.02845987	0.10332441	0.06996946	0.43177982	0.26477825	0.04524506	
60.00000000	0.15459772	0.08355232	0.05548275	0.04132246	0.03376978	0.03036286	0.02986794	0.03062911	0.10182779	0.06434182	0.36402773	0.30484092	0.03710786	
61.00000000	0.15920551	0.12200987	0.05602268	0.04399841	0.03661272	0.03256997	0.03317220	0.03499777	0.08893157	0.06284225	0.36438728	0.31292014	0.03255643	

Level 4 Product: K Values
K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	K_Ed	
Depth	399.8	411.5	442.6	469.8	490.9	509.6	531.5	554.9	589.4	619.4	665.7	682.5	700.2	
1.00000000	0.37525676	0.36878266	0.32838792	0.26150612	0.22881188	0.20407269	0.17952409	0.16456271	0.23288646	0.40317908	0.57040293	0.60217566	0.72396380	
2.00000000	0.39475163	0.38901968	0.34912141	0.28260403	0.24933770	0.22441291	0.19892403	0.18509476	0.25655649	0.43132335	0.60342140	0.63062249	0.75198616	
3.00000000	0.38735914	0.38077953	0.34018061	0.27463485	0.24175733	0.21745437	0.19269532	0.17913379	0.25018810	0.42251957	0.59075979	0.61411379	0.73343635	
4.00000000	0.37655842	0.36910937	0.32868965	0.26629567	0.23487115	0.21199255	0.18838827	0.17682858	0.24848711	0.41864306	0.58221456	0.59639177	0.71058287	
5.00000000	0.35082237	0.34285928	0.30348499	0.24670414	0.21823847	0.19908818	0.17951093	0.17082416	0.24125340	0.40512225	0.55689822	0.56082550	0.66560695	
6.00000000	0.32009974	0.31029365	0.27032063	0.21917849	0.19367488	0.17905031	0.16380664	0.15837450	0.23026703	0.39329308	0.53722258	0.52863232	0.62212381	
7.00000000	0.29732416	0.28655404	0.24572001	0.20018331	0.17734327	0.16756647	0.15620146	0.15475177	0.23015660	0.39749795	0.53847615	0.51712713	0.59644318	
8.00000000	0.26470712	0.25307312	0.21280318	0.17412435	0.15455279	0.14971301	0.14280378	0.14456328	0.22055969	0.38481237	0.51930364	0.48489654	0.53954754	
9.00000000	0.23302973	0.22163218	0.18398735	0.15206436	0.13584833	0.13489890	0.13129707	0.13637132	0.21194504	0.37215587	0.50012313	0.44846939	0.47220364	
10.00000000	0.20516627	0.19398515	0.15993846	0.13355604	0.12030058	0.12185955	0.12108877	0.12825242	0.20317920	0.36003945	0.48302218	0.40644870	0.39482233	
11.00000000	0.18999071	0.17925233	0.14785667	0.12505683	0.11408675	0.11755806	0.11872389	0.12797686	0.20400654	0.35582516	0.48030187	0.37460173	0.33047921	
12.00000000	0.17730699	0.16657102	0.13575296	0.11447011	0.10500477	0.10957260	0.11185114	0.12251690	0.19976161	0.34280661	0.47291330	0.33976768	0.27438097	
13.00000000	0.16417998	0.15387249	0.12421546	0.10490492	0.09728680	0.10288383	0.10642001	0.11819595	0.19450755	0.32938758	0.45361354	0.29729386	0.21897425	
14.00000000	0.15255728	0.14236265	0.11419539	0.09678492	0.09059697	0.09689885	0.10151192	0.11385113	0.18790004	0.32000793	0.42457114	0.25218419	0.17040805	
15.00000000	0.14854623	0.13644240	0.10954236	0.09303472	0.08744357	0.09389688	0.09897550	0.11135642	0.18391798	0.32215998	0.39804456	0.21619599	0.14214075	
16.00000000	0.15070954	0.13615026	0.10988978	0.09347311	0.08799828	0.09447705	0.09955255	0.11196163	0.18448825	0.33107263	0.37556779	0.19050086	0.12767331	
17.00000000	0.15070526	0.13685911	0.10877756	0.09210930	0.08676309	0.09308224	0.09808285	0.11042878	0.18254896	0.32878857	0.34384250	0.16737305	0.11679699	
18.00000000	0.14365757	0.13505135	0.10334217	0.08739538	0.08267782	0.08928222	0.09468191	0.10717200	0.17779051	0.31874431	0.30672788	0.14734908	0.10792211	
19.00000000	0.13164452	0.12828648	0.09607205	0.08171786	0.07776338	0.08511611	0.09127428	0.10413523	0.17304341	0.30661709	0.27070092	0.13189205	0.09777646	
20.00000000	0.12192844	0.12036298	0.09081288	0.07789527	0.07428840	0.08252391	0.08931523	0.10253936	0.17333658	0.29715664	0.24151097	0.12213826	0.09272411	
21.00000000	0.11865818	0.11440926	0.08943646	0.07704196	0.07311152	0.08204812	0.08905781	0.10259937	0.17836474	0.29452778	0.22023523	0.11753438	0.09150164	
22.00000000	0.11849194	0.11103091	0.08965624	0.07703441	0.07292135	0.08181217	0.08868835	0.10229307	0.18011138	0.28868438	0.18592877	0.10987318	0.08797222	
23.00000000	0.11612792	0.10836657	0.08904923	0.07509401	0.07141716	0.07994417	0.08691859	0.10040673	0.17575537	0.26781341	0.14176906	0.09881898	0.08230089	
24.00000000	0.11243071	0.10518552	0.10779192	0.07293457	0.06985538	0.07774468	0.08479245	0.09804875	0.16713594	0.24297244	0.09883906	0.08850509	0.07721544	
25.00000000	0.11295769	0.10670163	0.13211696	0.07430460	0.07161518	0.07857847	0.08535019	0.09829801	0.16325141	0.23203677	0.07047704	0.08410678	0.07609399	
26.00000000	0.11823723	0.11248647	0.14302346	0.07878940	0.07605895	0.08215326	0.08854061	0.10129787	0.16609155	0.22767080	0.06182547	0.08660301	0.08003705	
27.00000000	0.12371005	0.11805316	0.13659899	0.08320721	0.08039128	0.08586826	0.09191436	0.10457890	0.16974510	0.22349483	0.05989871	0.09030146	0.08389533	
28.00000000	0.12464130	0.11872075	0.11065143	0.08372407	0.08074474	0.08622312	0.09221885	0.10491432	0.17006246	0.20929112	0.06389107	0.09153446	0.08472675	
29.00000000	0.11958530	0.11344295	0.09358410	0.07940767	0.07645707	0.08230123	0.08842717	0.10116718	0.16501227	0.18475433	0.06648126	0.08856384	0.08107616	
30.00000000	0.11440175	0.10861796	0.08913185	0.07558503	0.07269351	0.07883531	0.08511052	0.09782331	0.16005944	0.16732143	0.06488989	0.08524074	0.07678657	
31.00000000	0.11323964	0.10807204	0.08880335	0.07537212	0.07228078	0.07863187	0.08486507	0.09760865	0.15901364	0.15309933	0.06171670	0.08420017	0.07600368	
32.00000000	0.11469126	0.11010587	0.09097896	0.07710469	0.07389259	0.08022090	0.08640129	0.09911834	0.16058439	0.14136635	0.05490715	0.08405764	0.07650799	
33.00000000	0.11471532	0.11027813	0.09139477	0.07738419	0.07413069	0.08041199	0.08666895	0.09941099	0.16048161	0.13023159	0.05173729	0.08307659	0.07666505	
34.00000000	0.11082532	0.10641230	0.08813133	0.07466381	0.07196109	0.07826794	0.08484559	0.09738544	0.15678105	0.11622927	0.04715096	0.07945938	0.07503085	
35.00000000	0.10642433	0.10250009	0.08461998	0.07206549	0.07005356	0.07633175	0.08329651	0.09577016	0.15323862	0.10267677	0.04452366	0.07685831	0.07200806	
36.00000000	0.10794355	0.10229038	0.08393863	0.07109464	0.06995941	0.07629766	0.08348186	0.09598539	0.15276814	0.08745001	0.00186318	0.07712839	0.07094194	
37.00000000	0.10990230	0.10597450	0.08667184	0.06952409	0.07222740	0.07825338	0.08540440	0.09863796	0.15436442	0.08192392	0.02409415	0.07802883	0.07164589	
38.00000000	0.11130625	0.10861948	0.08886905	0.06821852	0.07381230	0.07975165	0.08688158	0.10287960	0.15536271	0.08826430	0.04861850	0.07998905	0.07444175	
39.00000000	0.10838886	0.10647005	0.08679230	0.06604300	0.07192524	0.07825207	0.08583515	0.10374638	0.15281931	0.09330558	0.07190674	0.07916968	0.07428884	
40.00000000	0.10259943	0.10175956	0.08203901	0.06447347	0.06784993	0.07506138	0.08316579	0.10135547	0.14833494	0.09535055	0.09624814	0.07640815	0.07213864	
41.00000000	0.10098650	0.09782554	0.07752911	0.06502522	0.06416993	0.07284477	0.08679738	0.09783728	0.14289128	0.08602108	0.05295295	0.07394996	0.06993578	
42.00000000	0.09885540	0.09649860	0.07571684	0.06497816	0.06273939	0.07377210	0.09356847	0.09469063	0.14176629	0.07215237	0.04764572	0.06991318	0.06684638	
43.00000000	0.09972557	0.09844236	0.07732703	0.06642723	0.06285433	0.07660434	0.09714303	0.09542371	0.14273523	0.07195226	0.04239781	0.07021088	0.06752695	
44.00000000	0.10171721	0.10069270	0.07942669	0.06801673	0.05755061	0.07842582	0.09620600	0.09731257	0.14561123	0.07078295	0.04303232	0.07231405	0.06814020	
45.00000000	0.10161173	0.10102684	0.07950622	0.06771091	0.05183865	0.07720222	0.08843745	0.09756930	0.14643847	0.07100587	0.04329580	0.07113094	0.06695128	
46.00000000	0.10058238	0.09967833	0.07815828	0.06628134	0.05015885	0.07420995	0.08296340	0.09657225	0.14203817	0.06670159	0.04490763	0.06692116	0.06490179	
47.00000000	0.09663876	0.09601304	0.07505445	0.06358521	0.05196350	0.07131177	0.08081676	0.09427796	0.13750481	0.06574566	0.04297600	0.06161498	0.06112368	
48.00000000	0.09219638	0.09308295	0.07261706	0.06175148	0.05740932	0.06954029	0.07895961	0.09266306	0.13285283	0.06355049	0.03767436	0.05912638	0.06016157	
49.00000000	0.09438824	0.09631675	0.07507579	0.06399190	0.06135880	0.07148745	0.08085273	0.09460126	0.13266664	0.06658764	0.03537237	0.06332534	0.06556919	
50.00000000	0.10071701	0.10477025	0.08193914	0.06976457	0.06636957	0.07662112	0.08583079	0.09956596	0.13515143	0.06941785	0.03081696	0.06688419	0.06775448	
51.00000000	0.10865692	0.11415356	0.08961432	0.07601521	0.07205475	0.08195706	0.09089076	0.10438427	0.13793991	0.06568420	0.03254897	0.07056242	0.07140189	
52.00000000	0.11439319	0.12117831	0.09583256	0.08094255	0.07652945	0.08600154	0.09455912	0.10779194	0.13900432	0.07857961	0.03587751	0.07132163	0.07284079	
53.00000000	0.11463047	0.12365215	0.09840697	0.08296611	0.07835384	0.08749339	0.09570224	0.10881291	0.13687191	0.07675612	0.03806907	0.06921029	0.07507249	
54.00000000	0.11237225	0.12331941	0.09880032	0.08333764	0.07867737	0.08775426	0.09585707	0.10890593	0.13313057	0.07296209	0.03277408	0.06844446	0.07678071	
55.00000000	0.10665763	0.11869276	0.09599973	0.08102028	0.07687708	0.08621002	0.09478606	0.10792281	0.12969190	0.06862900	0.03112512	0.06281770	0.07094805	
56.00000000	0.09783346	0.10949266	0.08863686	0.07471217	0.07146019	0.08119339	0.09047184	0.10402496	0.12537276	0.06975712	0.03343476	0.05735270	0.06620855	
57.00000000	0.08862839	0.09918453	0.08053659	0.06785581	0.06516399	0.07546326	0.08529042	0.09935407	0.11903844	0.07386502	0.03140541	0.05372851	0.05758421	
58.00000000	0.08094197	0.09311733	0.07591546	0.06403358	0.06141573	0.07213042	0.08225195	0.09650582	0.11279450	0.05622785	0.04122476	0.05114175	0.05677117	
59.00000000	0.07850732	0.09312692	0.07645103	0.06468992	0.06165783	0.07255252	0.08258148	0.09662220	0.11061554	0.05458651	0.02625050	0.04883837	0.05726708	
60.00000000	0.07764907	0.09414691	0.07789677	0.06607036	0.06275034	0.07374008	0.08375932	0.09757315	0.10963883	0.04327239	0.02274084	0.04833541	0.05738589	
61.00000000	0.07785739	0.09660505	0.08028716	0.06804556	0.06456048	0.07550721	0.08555360	0.09901213	0.11334302	0.05560144	0.01845166	0.04248580	0.06380012	

Level 4 Product: Surface Optical Data
Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	Lu(0-)	
399.8	412.2	442.0	470.1	490.4	509.8	531.7	554.5	590.2	619.0	665.6	683.3	700.4	
0.29832308	0.36402900	0.42280002	0.62290683	0.79947258	0.86265114	0.86307499	0.85778577	0.53651185	0.17829207	0.08573772	0.10801660	0.06779025	

Level 4 Product: Surface Optical Data
Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	Ed(0-)	
399.8	411.5	442.6	469.8	490.9	509.6	531.5	554.9	589.4	619.4	665.7	682.5	700.2	
75.39401960	88.57624953	91.06970801	104.37270345	112.75053536	109.35721172	109.71577559	110.08701778	91.47436273	78.65233729	65.21602675	55.28275099	61.78189075	

Level 4 Product: Surface Optical Data
Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	Es(0-)	
399.5	412.3	442.7	470.3	490.4	510.4	531.9	554.9	590.6	620.5	664.6	683.3	700.2	
84.07374647	100.26589534	113.22959537	124.13842329	122.28454339	128.91953425	123.05783962	116.11599031	109.19318793	109.04839203	106.71719585	101.23524580	97.62694951	

Level 4 Product: Surface Optical Data
Ls(0-)	Ls(0-)	Ls(0-)	Ls(0-)	Ls(0-)	Ls(0-)	Ls(0-)	
412	442.35	490.6	509.95	554.75	665.05	683.45	
0.55783866	0.62876782	0.90434247	0.97369228	1.05194570	0.16747998	0.17348458	

Level 4 Product: Surface Remote Sensing Reflectances
RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	RSR-Lu(0+)/Ed(0+)	
399.8	411.85	442.3	469.95	490.65	509.7	531.6	554.7	589.8	619.2	665.65	682.9	700.3	
0.00205307	0.00213242	0.00240888	0.00309663	0.00367908	0.00409300	0.00408163	0.00404293	0.00304322	0.00117618	0.00068214	0.00101381	0.00056932	

Level 4 Product: Surface Remote Sensing Reflectances
RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	RSR-Lu(0+)/Es	
399.65	412.25	442.35	470.2	490.4	510.1	531.8	554.7	590.4	619.75	665.1	683.3	700.3	
