,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
402.5,1.3112412E+00,4.2349780E-01,1.0334578E-01,2.5955020E-02,6.5830320E-03,1.5326000E-03,4.0917830E-04,1.3755289E-04,5.3123000E-05,1.9378330E-05,7.0202940E-06,2.7073580E-06,1.0318417E-06,5.2949870E-07,2.2684120E-07,1.4851780E-07,9.0918450E-08,5.7973610E-08,4.1204500E-08,2.9541410E-08,2.2294770E-08,1.6856110E-08,1.2818090E-08,9.9280000E-09,7.7630220E-09,6.1000470E-09,4.8004540E-09,3.8075560E-09,3.0240580E-09,2.3728680E-09,1.8674180E-09,1.4815350E-09,1.1732710E-09,9.0522200E-10,6.9160870E-10,5.3266890E-10,4.1439650E-10,3.2185560E-10,2.5454520E-10,2.0027260E-10,1.5783010E-10
407.5,1.2738527E+00,4.1422860E-01,1.0170989E-01,2.5678490E-02,6.5455370E-03,1.5319290E-03,4.1091810E-04,1.3870507E-04,5.3783280E-05,1.9699210E-05,7.1658020E-06,2.7746510E-06,1.0616097E-06,5.4709860E-07,2.3523260E-07,1.5474800E-07,9.5154650E-08,6.0953570E-08,4.3551050E-08,3.1387250E-08,2.3820290E-08,1.8109130E-08,1.3847390E-08,1.0786110E-08,8.4823380E-09,6.7034340E-09,5.3054410E-09,4.2322880E-09,3.3807530E-09,2.6673770E-09,2.1109200E-09,1.6842410E-09,1.3413070E-09,1.0405380E-09,7.9920170E-10,6.1890850E-10,4.8417400E-10,3.7810820E-10,3.0074610E-10,2.3795680E-10,1.8858940E-10
412.5,1.3721844E+00,4.4622820E-01,1.0948646E-01,2.7601490E-02,7.0256000E-03,1.6419880E-03,4.3966130E-04,1.4811640E-04,5.7340640E-05,2.0968920E-05,7.6148270E-06,2.9435430E-06,1.1241605E-06,5.7887810E-07,2.4837910E-07,1.6338670E-07,1.0044442E-07,6.4324530E-08,4.5982940E-08,3.3162580E-08,2.5198020E-08,1.9181500E-08,1.4686220E-08,1.1456650E-08,9.0243990E-09,7.1437890E-09,5.6634070E-09,4.5258920E-09,3.6218510E-09,2.8624060E-09,2.2691310E-09,1.8138040E-09,1.4472220E-09,1.1244370E-09,8.6480010E-10,6.7068800E-10,5.2552250E-10,4.1101200E-10,3.2749900E-10,2.5956960E-10,2.0606010E-10
417.5,1.3880082E+00,4.5448570E-01,1.1221843E-01,2.8424730E-02,7.2682630E-03,1.7079730E-03,4.5900110E-04,1.5484290E-04,5.9989730E-05,2.1967850E-05,7.9883620E-06,3.0902210E-06,1.1809624E-06,6.0778390E-07,2.6061620E-07,1.7113700E-07,1.0509317E-07,6.7200300E-08,4.7966790E-08,3.4549620E-08,2.6227180E-08,1.9949080E-08,1.5260770E-08,1.1896680E-08,9.3649590E-09,7.4097250E-09,5.8712430E-09,4.6902030E-09,3.7522390E-09,2.9645110E-09,2.3491620E-09,1.8772510E-09,1.4976490E-09,1.1633320E-09,8.9437720E-10,6.9321860E-10,5.4291440E-10,4.2435670E-10,3.3802220E-10,2.6779390E-10,2.1250050E-10
422.5,1.3798618E+00,4.6293870E-01,1.1702768E-01,3.0240500E-02,7.8837910E-03,1.8928440E-03,5.1763410E-04,1.7665770E-04,6.9068900E-05,2.5562270E-05,9.3959870E-06,3.6684100E-06,1.4150560E-06,7.3109020E-07,3.1551160E-07,2.0703010E-07,1.2728150E-07,8.1388820E-08,5.8016680E-08,4.1744980E-08,3.1645130E-08,2.4044260E-08,1.8371130E-08,1.4303530E-08,1.1245980E-08,8.8880210E-09,7.0352760E-09,5.6143760E-09,4.4873810E-09,3.5422130E-09,2.8043040E-09,2.2389100E-09,1.7848990E-09,1.3859290E-09,1.0648160E-09,8.2461060E-10,6.4525170E-10,5.0388770E-10,4.0099880E-10,3.1738290E-10,2.5160100E-10
427.5,1.2739328E+00,4.3386970E-01,1.1126476E-01,2.9094400E-02,7.6723340E-03,1.8659810E-03,5.1545870E-04,1.7700090E-04,6.9524380E-05,2.5877770E-05,9.5664100E-06,3.7522420E-06,1.4541550E-06,7.5226850E-07,3.2549930E-07,2.1319280E-07,1.3101570E-07,8.3670780E-08,5.9518460E-08,4.2750600E-08,3.2344980E-08,2.4536540E-08,1.8714270E-08,1.4546850E-08,1.1418450E-08,9.0106220E-09,7.1210560E-09,5.6741260E-09,4.5289660E-09,3.5699950E-09,2.8223060E-09,2.2502880E-09,1.7919670E-09,1.3900480E-09,1.0667424E-09,8.2497940E-10,6.4464920E-10,5.0261770E-10,3.9941830E-10,3.1571360E-10,2.4991650E-10
432.5,1.2599775E+00,4.3012190E-01,1.1051061E-01,2.8922840E-02,7.6335900E-03,1.8590550E-03,5.1367070E-04,1.7617330E-04,6.9101590E-05,2.5693500E-05,9.4885610E-06,3.7163400E-06,1.4379400E-06,7.4224070E-07,3.2033350E-07,2.0912850E-07,1.2819030E-07,8.1619170E-08,5.7879170E-08,4.1457190E-08,3.1284280E-08,2.3675610E-08,1.8012790E-08,1.3968720E-08,1.0939470E-08,8.6135450E-09,6.7934660E-09,5.4020300E-09,4.3034950E-09,3.3857310E-09,2.6713090E-09,2.1258310E-09,1.6899570E-09,1.3085890E-09,1.0022763E-09,7.7349040E-10,6.0319330E-10,4.6930810E-10,3.7221990E-10,2.9362410E-10,2.3195880E-10
437.5,1.4724978E+00,5.1404070E-01,1.3498424E-01,3.5977260E-02,9.6649430E-03,2.4012500E-03,6.7391480E-04,2.3330240E-04,9.2137610E-05,3.4552460E-05,1.2870639E-05,5.0758560E-06,1.9778390E-06,1.0220322E-06,4.4274680E-07,2.8778310E-07,1.7606080E-07,1.1172940E-07,7.8832220E-08,5.6210110E-08,4.2202260E-08,3.1791130E-08,2.4071380E-08,1.8577800E-08,1.4478670E-08,1.1348340E-08,8.9090150E-09,7.0519670E-09,5.5931650E-09,4.3817880E-09,3.4421190E-09,2.7274180E-09,2.1594450E-09,1.6663260E-09,1.2713690E-09,9.7706320E-10,7.5873180E-10,5.8768980E-10,4.6408150E-10,3.6452230E-10,2.8669970E-10
442.5,1.5754531E+00,5.6944430E-01,1.5476680E-01,4.2508190E-02,1.1758163E-02,3.0162480E-03,8.6948060E-04,3.0671580E-04,1.2296759E-04,4.6916200E-05,1.7781640E-05,7.1200510E-06,2.8172590E-06,1.4654790E-06,6.4194830E-07,4.1667320E-07,2.5540570E-07,1.6209820E-07,1.1403105E-07,8.1091260E-08,6.0646960E-08,4.5533360E-08,3.4348860E-08,2.6404650E-08,2.0496100E-08,1.6000930E-08,1.2512150E-08,9.8637360E-09,7.7929040E-09,6.0841780E-09,4.7618490E-09,3.7588620E-09,2.9659970E-09,2.2826160E-09,1.7371110E-09,1.3307840E-09,1.0299069E-09,7.9495830E-10,6.2537560E-10,4.8944000E-10,3.8352480E-10
447.5,1.6620924E+00,6.3989700E-01,1.8520330E-01,5.3780810E-02,1.5704290E-02,4.2720490E-03,1.2947713E-03,4.7392850E-04,1.9588630E-04,7.7322150E-05,3.0329190E-05,1.2521316E-05,5.1107140E-06,2.7013040E-06,1.2124965E-06,7.8883720E-07,4.8718080E-07,3.1068520E-07,2.1836920E-07,1.5523190E-07,1.1578497E-07,8.6748260E-08,6.5282190E-08,5.0027870E-08,3.8699560E-08,3.0113350E-08,2.3468420E-08,1.8434910E-08,1.4515930E-08,1.1300896E-08,8.8184510E-09,6.9384070E-09,5.4591680E-09,4.1962780E-09,3.1893000E-09,2.4383220E-09,1.8824830E-09,1.4493900E-09,1.1365357E-09,8.8689650E-10,6.9284640E-10
