,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200
402.5,1.0946800E+00,2.9461600E-01,6.9242200E-02,1.7233000E-02,4.3618400E-03,1.0140900E-03,2.7023400E-04,9.0635300E-05,3.5040200E-05,1.2784400E-05,4.6291300E-06,1.7840200E-06,6.7575300E-07,3.4805600E-07,1.4680800E-07,9.5787700E-08,5.8514900E-08,3.7040100E-08,2.6179100E-08,1.8681800E-08,1.4066100E-08,1.0623100E-08,8.0545400E-09,6.2289300E-09,4.8641900E-09,3.8206600E-09,3.0046100E-09,2.3833600E-09,1.8950900E-09,1.4869800E-09,1.1696900E-09,9.2886900E-10,7.3761500E-10,5.7008600E-10,4.3522900E-10,3.3463800E-10,2.6018600E-10,2.0158700E-10,1.5947800E-10,1.2541500E-10,9.8728100E-11
407.5,1.0648100E+00,2.8832100E-01,6.8153400E-02,1.7050100E-02,4.3370200E-03,1.0136600E-03,2.7141000E-04,9.1416600E-05,3.5483900E-05,1.2999200E-05,4.7263300E-06,1.8289100E-06,6.9557700E-07,3.5974800E-07,1.5234800E-07,9.9874200E-08,6.1283900E-08,3.8971300E-08,2.7685800E-08,1.9858900E-08,1.5033600E-08,1.1415600E-08,8.7025000E-09,6.7674500E-09,5.3145100E-09,4.1979600E-09,3.3199300E-09,2.6485700E-09,2.1180400E-09,1.6711200E-09,1.3218700E-09,1.0556800E-09,8.4309600E-10,6.5520100E-10,5.0287600E-10,3.8875600E-10,3.0393900E-10,2.3676400E-10,1.8837200E-10,1.4896700E-10,1.1792700E-10
412.5,1.1491500E+00,3.1103000E-01,7.3444000E-02,1.8347000E-02,4.6600400E-03,1.0876200E-03,2.9074700E-04,9.7763000E-05,3.7887300E-05,1.3857600E-05,5.0301700E-06,1.9433700E-06,7.3800100E-07,3.8135100E-07,1.6128300E-07,1.0575400E-07,6.4885800E-08,4.1263700E-08,2.9336300E-08,2.1061100E-08,1.5964500E-08,1.2138700E-08,9.2665600E-09,7.2172400E-09,5.6772600E-09,4.4920900E-09,3.5586500E-09,2.8440400E-09,2.2784700E-09,1.8007100E-09,1.4268300E-09,1.1415700E-09,9.1332100E-10,7.1087400E-10,5.4637000E-10,4.2301400E-10,3.3124000E-10,2.5844000E-10,2.0598700E-10,1.6317900E-10,1.2939700E-10
417.5,1.1634800E+00,3.1687900E-01,7.5272200E-02,1.8894200E-02,4.8208300E-03,1.1312600E-03,3.0359000E-04,1.0226800E-04,3.9665700E-05,1.4528000E-05,5.2808600E-06,2.0420600E-06,7.7636600E-07,4.0091400E-07,1.6963700E-07,1.1110700E-07,6.8109300E-08,4.3274200E-08,3.0737900E-08,2.2048200E-08,1.6702200E-08,1.2691800E-08,9.6830100E-09,7.5378500E-09,5.9266100E-09,4.6875500E-09,3.7119300E-09,2.9655400E-09,2.3750700E-09,1.8764900E-09,1.4863900E-09,1.1888500E-09,9.5091100E-10,7.3986100E-10,5.6842300E-10,4.3988600E-10,3.4432300E-10,2.6851600E-10,2.1394700E-10,1.6942200E-10,1.3430200E-10
422.5,1.1567900E+00,3.2228600E-01,7.8312000E-02,2.0052900E-02,5.2160500E-03,1.2504800E-03,3.4160100E-04,1.1649000E-04,4.5601400E-05,1.6879600E-05,6.2023700E-06,2.4211400E-06,9.2967800E-07,4.8190700E-07,2.0551800E-07,1.3463700E-07,8.2649100E-08,5.2555900E-08,3.7315100E-08,2.6754600E-08,2.0249500E-08,1.5374600E-08,1.1720600E-08,9.1153800E-09,7.1601500E-09,5.6576800E-09,4.4762400E-09,3.5729100E-09,2.8587900E-09,2.2567200E-09,1.7860400E-09,1.4272100E-09,1.1404900E-09,8.8679100E-10,6.8086500E-10,5.2652100E-10,4.1181000E-10,3.2093200E-10,2.5548600E-10,2.0213400E-10,1.6009600E-10
427.5,1.0685200E+00,3.0186600E-01,7.4364700E-02,1.9269800E-02,5.0697200E-03,1.2311000E-03,3.3981200E-04,1.1666000E-04,4.5883900E-05,1.7080800E-05,6.3125400E-06,2.4760300E-06,9.5571100E-07,4.9601100E-07,2.1235300E-07,1.3897800E-07,8.5296300E-08,5.4211000E-08,3.8441100E-08,2.7528600E-08,2.0804700E-08,1.5774600E-08,1.2008700E-08,9.3267800E-09,7.3160800E-09,5.7729000E-09,4.5608000E-09,3.6351600E-09,2.9046100E-09,2.2897100E-09,1.8097200E-09,1.4441800E-09,1.1525600E-09,8.9508900E-10,6.8643600E-10,5.3017900E-10,4.1412700E-10,3.2229300E-10,2.5621600E-10,2.0245700E-10,1.6014000E-10
432.5,1.0578900E+00,2.9945500E-01,7.3894300E-02,1.9166300E-02,5.0466800E-03,1.2271400E-03,3.3887000E-04,1.1624100E-04,4.5657300E-05,1.6978500E-05,6.2685300E-06,2.4555700E-06,9.4672100E-07,4.9023500E-07,2.0956100E-07,1.3679600E-07,8.3759100E-08,5.3106200E-08,3.7566600E-08,2.6839800E-08,2.0238800E-08,1.5312200E-08,1.1631600E-08,9.0147800E-09,7.0565500E-09,5.5565900E-09,4.3815700E-09,3.4854900E-09,2.7796300E-09,2.1869700E-09,1.7251800E-09,1.3741000E-09,1.0945700E-09,8.4837400E-10,6.4933700E-10,5.0053300E-10,3.9020600E-10,3.0310300E-10,2.4049800E-10,1.8966300E-10,1.4973100E-10
437.5,1.2364800E+00,3.5739200E-01,9.0062600E-02,2.3789600E-02,6.3751200E-03,1.5812600E-03,4.4370300E-04,1.5375500E-04,6.0814400E-05,2.2807800E-05,8.4941100E-06,3.3513400E-06,1.3021500E-06,6.7498300E-07,2.9011700E-07,1.8879500E-07,1.1540600E-07,7.3006200E-08,5.1446800E-08,3.6619400E-08,2.7493100E-08,2.0712000E-08,1.5667200E-08,1.2089500E-08,9.4213800E-09,7.3865200E-09,5.7989000E-09,4.5926400E-09,3.6464400E-09,2.8568900E-09,2.2440500E-09,1.7796500E-09,1.4115400E-09,1.0898300E-09,8.3090200E-10,6.3793900E-10,4.9528300E-10,3.8312200E-10,3.0268300E-10,2.3770900E-10,1.8686600E-10
442.5,1.3213600E+00,3.9463200E-01,1.0281700E-01,2.7985100E-02,7.7208800E-03,1.9771100E-03,5.7004500E-04,2.0144100E-04,8.0895300E-05,3.0865600E-05,1.1696700E-05,4.6868900E-06,1.8505900E-06,9.6561600E-07,4.2040100E-07,2.7357100E-07,1.6759400E-07,1.0614700E-07,7.4680300E-08,5.3061900E-08,3.9715900E-08,2.9832400E-08,2.2497100E-08,1.7299500E-08,1.3433700E-08,1.0493100E-08,8.2075800E-09,6.4751400E-09,5.1212500E-09,3.9985800E-09,3.1297100E-09,2.4726700E-09,1.9539700E-09,1.5040000E-09,1.1436200E-09,8.7545800E-10,6.7746800E-10,5.2241100E-10,4.1120100E-10,3.2179700E-10,2.5208500E-10
447.5,1.3892900E+00,4.4036200E-01,1.2194500E-01,3.5083300E-02,1.0215700E-02,2.7736800E-03,8.4125700E-04,3.0880700E-04,1.2787500E-04,5.0476000E-05,1.9798000E-05,8.1823900E-06,3.3359900E-06,1.7685800E-06,7.9075500E-07,5.1672000E-07,3.1904500E-07,2.0332000E-07,1.4317400E-07,1.0180100E-07,7.6072700E-08,5.7050600E-08,4.2953600E-08,3.2948000E-08,2.5512200E-08,1.9869400E-08,1.5494600E-08,1.2183600E-08,9.6041500E-09,7.4776800E-09,5.8364600E-09,4.5963800E-09,3.6205100E-09,2.7818300E-09,2.1122900E-09,1.6141000E-09,1.2462300E-09,9.5899000E-10,7.5250100E-10,5.8725200E-10,4.5873900E-10
