,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75
817.5,7.6315542E-01,7.5993600E-06,9.8790500E-07,2.2870200E-07,8.5819300E-08,4.8162500E-08,3.1875900E-08,2.2083000E-08,1.5454990E-08,1.2232590E-08,9.7223100E-09,7.7305200E-09,6.1487500E-09,4.8922200E-09,3.8937700E-09,3.1001100E-09
822.5,8.0305289E-01,4.9694200E-06,7.7779900E-07,1.7617890E-07,6.6684800E-08,3.7944400E-08,2.5264400E-08,1.7531340E-08,1.2268280E-08,9.7078400E-09,7.7105900E-09,6.1270200E-09,4.8704800E-09,3.8730600E-09,3.0810800E-09,2.4519700E-09
827.5,8.4361956E-01,3.7466100E-06,6.0473900E-07,1.3448930E-07,5.1770100E-08,2.9973200E-08,2.0087560E-08,1.3960860E-08,9.7679100E-09,7.7267600E-09,6.1330500E-09,4.8704300E-09,3.8693600E-09,3.0753500E-09,2.4453300E-09,1.9451770E-09
832.5,8.3632532E-01,3.0516700E-06,4.7594300E-07,1.0440930E-07,4.1273800E-08,2.4405200E-08,1.6460110E-08,1.1455150E-08,8.0124100E-09,6.3350800E-09,5.0251500E-09,3.9881900E-09,3.1667100E-09,2.5156300E-09,1.9993680E-09,1.5897780E-09
837.5,8.9026732E-01,2.2382030E-06,3.1770300E-07,7.2647100E-08,3.1658000E-08,1.9198750E-08,1.3129510E-08,9.2487900E-09,6.4493900E-09,5.1227200E-09,4.0723800E-09,3.2494900E-09,2.5788400E-09,2.0599900E-09,1.6295860E-09,1.2961520E-09
842.5,9.0548187E-01,1.6701690E-06,2.1257160E-07,5.2751400E-08,2.2588520E-08,1.4751730E-08,1.0087800E-08,7.1317500E-09,5.2317900E-09,4.1263100E-09,3.2694700E-09,2.6366100E-09,2.1150600E-09,1.6935650E-09,1.3493000E-09,1.0834150E-09
847.5,8.9555307E-01,1.4284918E-06,1.6984550E-07,3.7093250E-08,1.7477790E-08,1.1493370E-08,7.9424300E-09,5.5631000E-09,4.2076700E-09,3.3257600E-09,2.6799000E-09,2.1686770E-09,1.7311920E-09,1.3982160E-09,1.1284270E-09,9.1026800E-10
852.5,8.2985322E-01,1.3868282E-06,1.4319561E-07,2.9159770E-08,1.4062560E-08,9.1067300E-09,6.4490800E-09,4.6182300E-09,3.5043300E-09,2.7550000E-09,2.2131580E-09,1.8024490E-09,1.4499510E-09,1.1927900E-09,9.6688000E-10,7.8399000E-10
857.5,8.8148317E-01,1.3024904E-06,1.4116949E-07,2.6464130E-08,1.2355000E-08,7.9063600E-09,5.6550200E-09,4.1687300E-09,3.1074000E-09,2.4563870E-09,1.9742550E-09,1.5921060E-09,1.2908930E-09,1.0539850E-09,8.5043300E-10,7.0324200E-10
862.5,8.9369885E-01,1.2450965E-06,1.1931155E-07,2.4068720E-08,1.0860950E-08,7.1072000E-09,5.0646500E-09,3.7201500E-09,2.7087390E-09,2.1549900E-09,1.7498750E-09,1.4166640E-09,1.1607010E-09,9.4869800E-10,7.7532800E-10,6.3970700E-10
