,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75
817.5,7.0087400E-01,3.5730200E-06,2.8482600E-07,6.3715500E-08,2.2779600E-08,1.2440500E-08,8.1595700E-09,5.6387600E-09,3.9353100E-09,3.0990000E-09,2.4628200E-09,1.9581700E-09,1.5574400E-09,1.2391200E-09,9.8618900E-10,7.8516600E-10
822.5,7.3766200E-01,1.7466600E-06,2.2241900E-07,4.8682000E-08,1.7585000E-08,9.7621500E-09,6.4494800E-09,4.4662200E-09,3.1178300E-09,2.4560400E-09,1.9505800E-09,1.5499100E-09,1.2319900E-09,9.7965700E-10,7.7930200E-10,6.2017000E-10
827.5,7.7506500E-01,1.1360200E-06,1.7165700E-07,3.6867300E-08,1.3566200E-08,7.6833800E-09,5.1155700E-09,3.5494400E-09,2.4781900E-09,1.9525000E-09,1.5496700E-09,1.2305700E-09,9.7759800E-10,7.7695900E-10,6.1776300E-10,4.9140100E-10
832.5,7.6848300E-01,8.8727900E-07,1.3444400E-07,2.8434500E-08,1.0758200E-08,6.2410300E-09,4.1845400E-09,2.9083600E-09,2.0304800E-09,1.5995500E-09,1.2687000E-09,1.0068500E-09,7.9942700E-10,6.3503900E-10,5.0469300E-10,4.0129400E-10
837.5,8.1817700E-01,8.7062500E-07,1.0468600E-07,2.1594800E-08,8.7668100E-09,5.1063300E-09,3.4598300E-09,2.4261600E-09,1.6595500E-09,1.3070200E-09,1.0360100E-09,8.2170600E-10,6.5208200E-10,5.2392400E-10,4.1130600E-10,3.2691500E-10
842.5,8.3228100E-01,8.2933700E-07,9.6404100E-08,2.0130600E-08,7.1196500E-09,4.4271600E-09,2.9338100E-09,2.0282300E-09,1.4298600E-09,1.1053100E-09,8.6125900E-10,6.8830400E-10,5.4900500E-10,4.3322800E-10,3.4319500E-10,2.7684900E-10
847.5,8.2326500E-01,7.6087200E-07,8.4924600E-08,1.5547400E-08,6.1804500E-09,3.8061400E-09,2.5517400E-09,1.7075900E-09,1.2148200E-09,9.3626900E-10,7.4077700E-10,5.9260400E-10,4.6497000E-10,3.7087100E-10,2.9369400E-10,2.3327600E-10
852.5,7.6299000E-01,7.4787300E-07,7.3115200E-08,1.2800300E-08,5.4135900E-09,3.2930700E-09,2.2655100E-09,1.5081800E-09,1.0828800E-09,8.1862000E-10,6.4485200E-10,5.1811400E-10,4.0291600E-10,3.2474900E-10,2.5613300E-10,2.0155100E-10
857.5,8.1056400E-01,7.0108200E-07,7.2785800E-08,1.1892500E-08,4.8826700E-09,2.9479500E-09,2.0212100E-09,1.4071600E-09,9.7708900E-10,7.4418400E-10,5.8024700E-10,4.5811000E-10,3.6481200E-10,2.9072700E-10,2.2712100E-10,1.8288300E-10
862.5,8.2189900E-01,6.7033600E-07,6.1782700E-08,1.1132500E-08,4.4909100E-09,2.7910900E-09,1.8821200E-09,1.3109100E-09,8.8533000E-10,6.7708100E-10,5.3378200E-10,4.1958300E-10,3.3491100E-10,2.6563100E-10,2.0881800E-10,1.6702100E-10
