PROSOFT : ProSoft 7.6
CRUISE-ID : Missing
STATION-ID : Missing
OPERATOR : Missing
LATITUDE : Missing
LONGITUDE : Missing
PRESSURE-TARE : 0.000000
CAST : A
PROFILER : DRY
REFERENCE : DRY
TIME-STAMP : Mon Apr 26 14:20:55 1999
PRO-DARK : OFF
REF-DARK : OFF
COMMENT : Missing
PROCESSING_LEVEL : 3a
FILE_CREATION_TIME : 10-Feb-2004 10:49:57
DEGLITCH_PRODAT : ON																															
PRO_NOISE_THRESH : 5																															
UPPER_PRES_LEVEL : 30																															
LOWER_PRES_LEVEL : 200																															
DEGLITCH_REFDAT : OFF																															
PRES_TARE_CORRECTED : 0																															
DEPTH_RESOLUTION : 0.1m																															
BIN_INTERVAL : 1m																															
BIN_WIDTH : 0.5m																															
TIME_INTERVAL : 2sec																															
TIME_WIDTH : 1sec																															
WAVEL_INTERP : 0nm																															

1999116	142119152	17	0.82967285	1.12163584	1.2636192	1.25408612	0.95439246	0.51163715	0.27459838	0.14332877	0.02706326	0.00602429	0.00283103	0.00234644	0.00233979	1999116	142120193	17	65.76269044	80.77326065	90.06165155	97.77679654	98.08437787	70.90030038	57.95925353	38.605318	8.7869627	0.67619409	0.07905525	0.24684917	0.12724187
1999116	142120066	18	0.74319641	1.01140543	1.1452806	1.14316922	0.8668627	0.45681205	0.24189862	0.12536865	0.02352866	0.0054123	0.00256502	0.0021685	0.00211827	1999116	142121134	18	64.77448968	79.85132677	89.57272158	97.33822783	97.44047388	69.14457889	55.93601808	36.56149641	7.6641293	0.44035011	0.05731812	0.23045734	0.12435638
1999116	142120985	19	0.70448331	0.96226952	1.10002904	1.10252259	0.83695758	0.4379515	0.2295034	0.11796178	0.02191631	0.00515143	0.00245763	0.00213767	0.00203444	1999116	142122057	19	61.34650992	75.45536903	85.34248163	92.44273335	92.31578736	64.48444226	51.0708411	32.78842692	6.30776236	0.39409997	0.04107888	0.20925263	0.11527433
1999116	142121930	20	0.70411781	0.96404441	1.11591456	1.12188239	0.85606669	0.45050928	0.23533288	0.12088884	0.02216582	0.00523446	0.00248723	0.00219618	0.00204631	1999116	142123019	20	54.53804709	67.6424098	75.73892015	81.8134981	81.93559651	55.60293933	43.32102772	27.30866536	4.85110909	0.28238895	0.0298651	0.18137125	0.10328644
1999116	142122885	21	0.65554579	0.90416083	1.05136642	1.06350492	0.81214749	0.42115451	0.21845437	0.11111608	0.020302	0.00500341	0.00239197	0.00217683	0.00195438	1999116	142123971	21	53.2266879	65.75493483	74.80760034	80.74007373	80.00871733	53.93086751	41.40794233	25.66504506	4.24847483	0.2262535	0.02508505	0.17319484	0.09726458
1999116	142123830	22	0.60770711	0.84274402	0.99190836	1.00782628	0.76907032	0.39462395	0.20179097	0.10175207	0.01836278	0.00455133	0.00217949	0.00197833	0.00180751	1999116	142124937	22	53.81999347	67.21229658	76.7313933	83.27475091	82.8089214	55.05098856	42.38334758	25.85260469	4.06071602	0.20598057	0.02308663	0.17552171	0.10190558
1999116	142124803	23	0.58155983	0.80721735	0.95535541	0.97288068	0.74542434	0.38308542	0.19644635	0.09906808	0.01833247	0.0047043	0.00225301	0.00216662	0.00180709	1999116	142125880	23	48.77070369	60.65116254	69.80632453	75.36045183	74.50220648	48.83428399	36.6902212	21.95147053	3.17141763	0.15399946	0.01870393	0.15584756	0.08947838
1999116	142125745	24	0.53628464	0.75023917	0.90013123	0.92206907	0.70551836	0.35681529	0.17930949	0.08934167	0.01620163	0.00417448	0.0020023	0.00189361	0.00164666	1999116	142126791	24	57.27642353	71.98499964	85.60592488	94.22131925	94.22976549	61.21023758	45.59119836	27.09858657	3.61991002	0.16641327	0.02116023	0.19193365	0.11056511
1999116	142126705	25	0.52885392	0.74093232	0.89354224	0.91859985	0.70592066	0.35778389	0.17989695	0.08958577	0.01662975	0.00443689	0.00213571	0.00214668	0.00170094	1999116	142127790	25	47.10798447	59.49789692	69.47944769	75.7408554	75.03695394	47.08082714	34.44649974	19.94888612	2.45237443	0.12041093	0.01656923	0.15193502	0.08869276
1999116	142127646	26	0.49658193	0.70114299	0.85896067	0.88766375	0.68313466	0.34169345	0.16942986	0.08325609	0.01511652	0.00400437	0.00191861	0.00190278	0.00157614	1999116	142128756	26	49.93508886	63.32830892	75.60732024	83.08479071	81.94489347	51.36284584	37.45756611	21.49735416	2.52170748	0.12017512	0.01727628	0.16330669	0.09421976
1999116	142128627	27	0.45509024	0.6431188	0.79328825	0.82038922	0.63300264	0.31407948	0.15425796	0.07509247	0.01379885	0.00369418	0.00177499	0.00181021	0.00146484	1999116	142129703	27	45.48643786	57.84196949	69.1258223	75.92828442	75.33755807	46.63868924	33.72897663	19.07421879	2.12819452	0.10421546	0.01555615	0.14925588	0.08751589
1999116	142129567	28	0.42007293	0.59583733	0.73603257	0.76545431	0.58993531	0.2914631	0.14249778	0.06973175	0.01306067	0.00359794	0.00174264	0.00185964	0.00139783	1999116	142130602	28	40.92672619	52.01577413	62.26016606	68.11013979	67.22654397	40.86080384	29.01747486	16.08642232	1.67013473	0.08723935	0.01393032	0.1327101	0.07725853
1999116	142130479	29	0.39934573	0.57053826	0.71548973	0.74863847	0.57824365	0.28316037	0.13733199	0.06656646	0.01231457	0.00336744	0.00162554	0.00172506	0.00132766	1999116	142131504	29	44.60031728	57.17237875	70.30230165	77.97474968	77.54745534	46.99822007	33.29456427	18.33101843	1.80985055	0.09360462	0.0152875	0.15037759	0.08762096
1999116	142131390	30	0.39689213	0.56866882	0.72013454	0.75658829	0.58740982	0.28933498	0.14026638	0.0681821	0.01282672	0.00354964	0.00172099	0.00189906	0.00136977	1999116	142132346	30	36.4450464	46.9312121	56.74873553	62.37186603	61.58972764	35.92410749	24.82530003	13.28908719	1.19951154	0.07301025	0.01257359	0.11966254	0.07031921
1999116	142132307	31	0.3605782	0.51909167	0.66212189	0.69790102	0.54306586	0.26317072	0.12614332	0.06040222	0.01144476	0.00318045	0.00152704	0.00169425	0.00124655	1999116	142132463	31	35.95947984	46.51742053	57.27399228	63.27621054	62.40314331	36.03287264	24.60625395	12.94157399	1.08711392	0.06996506	0.01244387	0.11966014	0.06990094
1999116	142132447	32	0.33047379	0.4781553	0.61584404	0.65257132	0.50748269	0.24294592	0.11467796	0.05467529	0.01049596	0.00294539	0.00142574	0.00160518	0.00116099	1999116	142132975	32	35.45382624	46.04160209	57.77453563	64.21360311	63.3949933	36.15361796	24.34276497	12.58835407	1.01029581	0.06768046	0.01234599	0.12003106	0.06977252
1999116	142132914	33	0.31585536	0.46010573	0.60024812	0.64028713	0.49886275	0.23732537	0.11109811	0.05282068	0.01020214	0.00287043	0.00139539	0.0016021	0.00113052	1999116	142133472	33	34.89686406	45.61967052	57.86779293	64.63397462	63.78752119	35.78865632	23.79604017	12.09778806	0.90269998	0.06644155	0.01236726	0.11958214	0.06956005
1999116	142133438	34	0.30428383	0.44448647	0.58554883	0.62618114	0.49024797	0.23318461	0.1086893	0.05150634	0.01007249	0.00284194	0.00138377	0.00164492	0.00111534	1999116	142133825	34	33.21227181	43.51350712	55.7680175	62.42697112	61.45639482	34.13956907	22.50229942	11.28830129	0.78602703	0.06289097	0.01183984	0.114446	0.06631106
1999116	142133759	35	0.27770287	0.40635894	0.53746656	0.57625514	0.45182135	0.21335262	0.09869759	0.04661215	0.00925682	0.00262713	0.00128417	0.00156655	0.00103563	1999116	142134085	35	30.56615658	40.19491714	51.86631493	58.14182167	57.14928093	31.36474763	20.49853037	10.17872283	0.68620464	0.05801644	0.0109681	0.10595878	0.06140241
1999116	142134059	36	0.25347068	0.37304603	0.49746652	0.53676279	0.42119148	0.19686228	0.09041277	0.04251349	0.00846945	0.00239247	0.00117637	0.00145012	0.00095464	1999116	142134543	36	28.05157795	36.97511068	47.98648323	53.76026775	52.68133465	28.50444181	18.40572757	8.97923825	0.5744261	0.0529144	0.01013144	0.09737782	0.05620824
1999116	142134511	37	0.23500183	0.34753547	0.46922176	0.50924199	0.40053191	0.18588381	0.0846326	0.03964757	0.00794915	0.00222879	0.00110123	0.00137608	0.00089784	1999116	142134977	37	28.49718075	37.81607307	50.01566379	56.55157514	55.69601214	29.78304529	19.00464989	9.13463654	0.54685392	0.05462251	0.01056625	0.10176211	0.05876117
1999116	142134906	38	0.22854328	0.3391716	0.46214709	0.50429975	0.39828725	0.18504542	0.08389333	0.03935616	0.00803942	0.00227327	0.00113343	0.00148322	0.00090884	1999116	142135745	38	28.03412601	37.44287196	50.17001622	57.04551257	56.19576267	29.49825275	18.41634713	8.71961581	0.48315837	0.05436067	0.01065654	0.10166485	0.05866159
1999116	142135619	39	0.22248288	0.33205427	0.4576737	0.5023827	0.3987497	0.18500842	0.08367685	0.03918585	0.00810932	0.00229222	0.0011478	0.00155126	0.00091247	1999116	142136157	39	24.97286552	33.43972202	44.88477426	50.93345847	50.00755056	25.76581788	15.90430033	7.3544348	0.38783195	0.04854716	0.00958838	0.09041582	0.05214255
1999116	142136126	40	0.20123033	0.3021316	0.41971151	0.46259303	0.36826202	0.16922931	0.07583114	0.03530811	0.0074076	0.00208351	0.00104354	0.00142516	0.00086141	1999116	142136822	40	23.01062177	30.93071016	41.8542487	47.59065252	46.64971891	23.71408532	14.55527812	6.60547302	0.33472489	0.04506357	0.00895709	0.0840733	0.04833255
1999116	142136777	41	0.18222641	0.27410386	0.38395397	0.42570033	0.33954255	0.15491352	0.06882517	0.03202646	0.0067909	0.00190193	0.00095282	0.00131162	0.00076336	1999116	142137601	41	22.62089326	30.52481735	41.98942649	48.04823567	47.18103134	23.87573341	14.55460715	6.55581058	0.32009458	0.04488248	0.00898971	0.08445488	0.04839194
1999116	142137542	42	0.17067486	0.25952692	0.36677021	0.40892854	0.32749908	0.14952004	0.06637808	0.03093862	0.00665471	0.00186932	0.0009446	0.00133922	0.00074105	1999116	142138244	42	21.06490192	28.60311134	39.53626565	45.34850398	44.5117767	22.10772803	13.23612883	5.89626673	0.27672684	0.04248657	0.00848199	0.07938023	0.04562558
1999116	142138211	43	0.15916139	0.2431538	0.34753532	0.39043499	0.31395576	0.14267532	0.06292235	0.02925072	0.00635377	0.00177181	0.00090477	0.00131892	0.00071026	1999116	142138854	43	19.69261093	26.78648461	37.47549571	43.05139503	42.15302083	20.62223314	12.16848322	5.2936626	0.234097	0.03986132	0.00801495	0.07477904	0.04267698
1999116	142138762	44	0.14912707	0.22891418	0.3312434	0.37449575	0.30267845	0.13710208	0.06018433	0.02795012	0.00615471	0.00170438	0.00088385	0.00134378	0.00068779	1999116	142139512	44	19.15591003	26.29761079	37.25332498	43.0857407	42.2062444	20.28444061	11.82814742	5.06168695	0.21284175	0.03974365	0.00798511	0.07424501	0.04242607
1999116	142139354	45	0.13532206	0.20836366	0.30373635	0.34539738	0.28013301	0.12590322	0.0547824	0.02540519	0.00571707	0.00158898	0.00084173	0.00134102	0.00064947	1999116	142140428	45	17.45664793	24.00754508	34.3118347	39.68495375	38.77736545	18.30294904	10.4717984	4.37622684	0.17440908	0.03642105	0.00733413	0.06802124	0.03873088
1999116	142140299	46	0.12470389	0.19324928	0.28487705	0.32668131	0.26600106	0.11891856	0.05130783	0.02379665	0.00543841	0.00150224	0.00080952	0.00131886	0.00061627	1999116	142141389	46	17.31844393	23.99037623	34.98215987	40.84697404	40.03924298	18.7084596	10.58832128	4.3752285	0.16613984	0.03697173	0.00753054	0.06965492	0.0395163
1999116	142141244	47	0.11917177	0.18356447	0.27828591	0.32242437	0.26422971	0.11818273	0.05090007	0.02364164	0.00546917	0.001506	0.00083181	0.00140602	0.00061733	1999116	142142239	47	16.32496862	22.72327622	33.35614663	39.05500379	38.26918608	17.63228465	10.17664573	4.01904439	0.14824164	0.03543773	0.00727713	0.06653534	0.03773326
1999116	142142183	48	0.11018948	0.16986683	0.26040144	0.30364443	0.25055674	0.11192172	0.04809593	0.02230531	0.00523143	0.00144092	0.00081723	0.00143441	0.00059499	1999116	142142600	48	15.04857145	21.0124163	31.0619805	36.41911049	35.61663125	16.22997409	10.80557515	3.62373494	0.130968	0.03302607	0.00683582	0.06193287	0.03503268
1999116	142142553	49	0.09806512	0.15131991	0.23336576	0.2740431	0.2271325	0.10114273	0.04321102	0.02006269	0.00476294	0.00131144	0.00076824	0.00139899	0.0005505	1999116	142143436	49	13.81984093	19.32449451	28.78560063	33.79286592	33.01799378	14.87447564	8.1770492	3.24029633	0.11462527	0.0305651	0.00636688	0.05733667	0.03234142
1999116	142143288	50	0.08998683	0.13931073	0.21726571	0.25741463	0.21464447	0.09568453	0.04080104	0.01898428	0.00454239	0.00124614	0.00076765	0.00146143	0.0005336	1999116	142143890	50	13.29679011	18.69479751	28.27667372	33.41821277	32.68230176	14.57827059	8.26696149	3.10648886	0.1065469	0.03001529	0.00632956	0.05647747	0.03174855
1999116	142143877	51	0.0831503	0.12918567	0.20320478	0.2437784	0.20412082	0.09124896	0.0387932	0.01807085	0.00437493	0.0011994	0.00079192	0.00160745	0.00053413	1999116	142143987	51	12.80521532	18.13698373	27.8562936	33.17279563	32.50067322	14.31351693	8.42725798	2.97215744	0.09858116	0.02965807	0.00632262	0.0558783	0.03135975
1999116	142143973	52	0.07680453	0.11983576	0.18960245	0.23129521	0.19379578	0.08710223	0.03688647	0.0172005	0.00421991	0.00116466	0.00083605	0.00179792	0.00054628	1999116	142144806	52	11.98696333	17.09441174	26.65951524	31.95283917	31.33413464	13.56955231	7.44092604	2.72213012	0.08700104	0.02842093	0.00611534	0.05368275	0.0300172
1999116	142144666	53	0.07050285	0.11050616	0.17695865	0.218466	0.18416546	0.08277373	0.03488439	0.01625732	0.00405093	0.00111688	0.00088387	0.00201961	0.00056359	1999116	142145735	53	10.95981343	15.69579399	24.76156435	29.78605487	29.17035701	12.4063342	6.513914	2.39226406	0.07439318	0.02645587	0.00580924	0.0500335	0.02782554
1999116	142145611	54	0.06378608	0.10027538	0.16239004	0.20237598	0.1718945	0.07695276	0.0321752	0.01497862	0.0037805	0.00103811	0.00090408	0.00218502	0.00057249	1999116	142146058	54	10.19931196	14.67881302	23.49488516	28.47620603	27.9391628	11.7552652	6.09745677	2.21358868	0.06747372	0.02520164	0.00583041	0.04823283	0.02654119
1999116	142146047	55	0.05822272	0.09179919	0.15005105	0.18817686	0.16123276	0.07205051	0.02997581	0.01396348	0.00355986	0.0009807	0.0009145	0.002299	0.00057626	1999116	142146135	55	9.44440005	13.67397557	22.19705801	27.13539771	26.70212561	11.11294747	5.70961477	2.04898071	0.06139204	0.02397999	0.0059019	0.04658077	0.02531288
1999116	142146124	56	0.05293654	0.08369995	0.1380403	0.17370007	0.15051911	0.06712342	0.0277938	0.01294239	0.00334568	0.00092002	0.00090137	0.00234221	0.00057023	1999116	142146713	56	8.5893504	12.46890868	20.49732524	25.21489052	24.83446656	10.22592935	5.1412515	1.83822924	0.05442948	0.02224945	0.00587001	0.04394568	0.02353741
1999116	142146578	57	0.04781857	0.07582564	0.12626517	0.1599421	0.1400395	0.06225258	0.02561028	0.01191818	0.00310632	0.00084838	0.00086794	0.00229828	0.00054606	1999116	142147692	57	8.15979342	11.89079996	19.91188596	24.75258044	24.47732961	10.03734487	4.88682937	1.7762479	0.0513859	0.0216145	0.0061444	0.04389608	0.02306462
1999116	142147543	58	0.044329	0.07049074	0.11857297	0.15152778	0.13386841	0.05952836	0.02436123	0.01133224	0.00297999	0.00081174	0.00085254	0.00228792	0.0005295	1999116	142148687	58	7.83136378	11.48452117	19.57209356	24.63210265	24.50686598	9.98575239	4.78476292	1.73919232	0.04929802	0.02142769	0.00647753	0.04435676	0.0230103
1999116	142148544	59	0.04149412	0.06617813	0.1124678	0.14489527	0.12881178	0.05737049	0.02342066	0.01088825	0.0029027	0.00079342	0.00085859	0.00233972	0.00052326	1999116	142149060	59	7.14100086	10.51719764	18.11033167	22.97323391	22.93645519	9.24723181	18.36404465	1.57538417	0.04421991	0.02000098	0.00630531	0.04184409	0.02151283
1999116	142149043	60	0.03756556	0.06000069	0.1027399	0.13348241	0.11937651	0.05306579	0.02154465	0.01000939	0.00270421	0.00073813	0.00082471	0.00228688	0.00049843	1999116	142149181	60	6.38922959	9.4361442	16.42236171	20.97887335	20.99823792	8.37049108	42.93234553	1.39069769	0.03861457	0.01825909	0.00594438	0.03848263	0.01963904
1999116	142149161	61	0.03369187	0.05393621	0.09313218	0.12218516	0.1101653	0.04883776	0.01968737	0.00913966	0.00248649	0.00067775	0.0007859	0.00221187	0.00046999	1999116	142149334	61	5.81378289	8.61128099	15.18297898	19.54776195	19.62142978	7.74982542	23.53264265	1.25523269	0.03485036	0.01695036	0.00562362	0.03597586	0.01823625
1999116	142149313	62	0.03059789	0.04910818	0.08564587	0.11344402	0.10320325	0.04568925	0.01829222	0.00848763	0.00232517	0.00063242	0.00075928	0.00216719	0.00044757	1999116	142149399	62	5.3819881	8.00207828	14.28670394	18.55666515	18.70143451	7.32025091	23.0432527	1.15447498	0.03195402	0.01608537	0.00545853	0.03437119	0.01728009
1999116	142149389	63	0.02792168	0.04489142	0.07893707	0.10542324	0.09660442	0.04270604	0.01699955	0.00788067	0.00217938	0.00059245	0.00074283	0.00215211	0.00043189	1999116	142149464	63	4.97208495	7.42598154	13.44235241	17.63262499	17.85169584	6.91948589	26.5808925	1.05884306	0.02917167	0.01529118	0.00532112	0.03291138	0.01639434
1999116	142149454	64	0.02531813	0.04077487	0.07231996	0.09744844	0.08996519	0.0397008	0.01570695	0.00727278	0.00203447	0.00055308	0.00072864	0.00214396	0.00041784	1999116	142149727	64	4.53949475	6.80320105	12.48841433	16.52920568	16.79895935	6.44823562	30.74072874	0.96927567	0.02655226	0.01419949	0.00511483	0.03104071	0.01532904
1999116	142149695	65	0.02281736	0.03682577	0.06593804	0.08974541	0.083627	0.03683391	0.0144633	0.00669311	0.00188678	0.00051248	0.00071791	0.00214838	0.00040508	1999116	142149885	65	4.1994809	6.31912248	11.77130875	15.74504168	16.08822261	6.1337509	36.16387644	0.90753407	0.02448968	0.01339197	0.0049373	0.02970456	0.01457678
1999116	142149872	66	0.02072632	0.0335631	0.0607068	0.0835069	0.07857604	0.03459552	0.01350143	0.00624426	0.00176746	0.00048177	0.00073326	0.00225329	0.0004112	1999116	142149983	66	3.93489146	5.95475078	11.2611766	15.24853666	15.68756459	5.94319169	39.86664887	0.8665224	0.02321281	0.01292936	0.00486144	0.02892906	0.0141259
1999116	142149969	67	0.01891433	0.03070949	0.05616488	0.07806566	0.07401405	0.03260274	0.01267527	0.00585257	0.00167162	0.00045657	0.00076218	0.00240212	0.00042427	1999116	142150414	67	3.55312325	5.38755034	10.27298568	14.0109391	14.46438234	5.43486035	43.22427415	0.77418548	0.02096595	0.01186157	0.004662	0.02696275	0.0129955
1999116	142150391	68	0.01685983	0.02737993	0.05047394	0.07081017	0.0677406	0.02979849	0.01150202	0.00531097	0.00152628	0.0004171	0.00077493	0.00248728	0.00043294	1999116	142150847	68	3.23998584	4.92002119	9.48885102	13.05685069	13.55156789	5.06714349	47.06437896	0.70790617	0.01925745	0.01099897	0.00456514	0.02566439	0.01216614
1999116	142150833	69	0.01503779	0.02444166	0.04541849	0.06435816	0.06218669	0.02730607	0.01044987	0.0048294	0.00139632	0.00038135	0.00078292	0.00255142	0.00044169	1999116	142150941	69	3.02096279	4.610213	9.02106332	12.56907314	13.15867529	4.90796139	52.62800566	0.6785457	0.01829785	0.01054311	0.00472795	0.02546842	0.01182628
1999116	142150927	70	0.01375283	0.02244491	0.04223943	0.0605245	0.05896684	0.02587157	0.00984874	0.00455345	0.00133009	0.00036273	0.00078955	0.00257614	0.00044696	1999116	142151172	70	2.76437551	4.2341601	8.38107854	11.80489116	12.45487065	4.62514822	46.08206277	0.63134112	0.01698066	0.00989727	0.00485487	0.024865	0.01125576
1999116	142151105	71	0.01241128	0.02033921	0.03877791	0.05622687	0.05518547	0.02415445	0.00913882	0.00422175	0.00124762	0.0003383	0.00077574	0.00253419	0.00044392	1999116	142151582	71	2.44702433	3.74798759	7.46106051	10.57667914	11.22036583	4.13712055	22.85161401	0.55346317	0.01504648	0.00887135	0.00473366	0.02312901	0.01017891
1999116	142151539	72	0.01094695	0.01794383	0.03452875	0.05051918	0.0499091	0.0216819	0.00808716	0.00374412	0.001118	0.00030022	0.00068547	0.00223133	0.00039721	1999116	142152003	72	2.17890599	3.34140533	6.72339811	9.62504931	10.29061965	3.77437932	24.69723886	0.49471813	0.01349123	0.00804024	0.00472799	0.02188297	0.00939116
1999116	142151883	73	0.00979896	0.01613213	0.03144822	0.04645748	0.04622298	0.01991953	0.00732411	0.00338676	0.00102123	0.0002736	0.00060038	0.00193569	0.00034568	1999116	142152385	73	1.98969935	3.05991118	6.24014164	9.04273682	9.76437722	3.57008497	17.82736854	0.46135573	0.01257321	0.00753728	0.00472315	0.02108486	0.00889346
1999116	142152374	74	0.00899695	0.01488976	0.02947007	0.04395064	0.04395776	0.01881998	0.00685289	0.00316168	0.00096753	0.00025721	0.00054004	0.00173394	0.00031189	1999116	142152461	74	1.82480474	2.81395507	5.81815736	8.53815246	9.31524694	3.39613391	5.94898351	0.43266833	0.01167646	0.00708126	0.00464569	0.0202129	0.00844233
1999116	142152451	75	0.0083084	0.01382709	0.02776273	0.04177037	0.04191699	0.01782817	0.00642253	0.0029623	0.00091845	0.00024439	0.00048504	0.00155533	0.00028079	1999116	142152975	75	1.64327728	2.53985083	5.31199236	7.88262108	8.6806021	3.15083956	1.38475929	0.39522269	0.01072152	0.00650627	0.00442082	0.01881305	0.00782799
